,Site,Stand,Plot,Species,TagID,Treatment.x,Age,Subplot.x,previous.tags,DBH2008,DBH2009,DBH2010,DBH2011,DBH2015,DBH2019,DBH2023,X,liveBA11,liveBA15,liveBA19,liveBA23,X.1,BA2011,BA2015,BA2019,BA2023,X.2,chgBA11_15,chgBA15_19,chgBA19_23,X.3,RBAIyr11_15,RBAIyr15_19,RBAIyr19_23,X.4,deadyr,dead2008.2010,dead2011,dead2015,dead2019,dead2023,notes2008.10,notes2011,notes2015,notes2019,notes2023,X.5,ingrowthyear,ingrowth5x5,Ntrt,Ptrt,plotID.x,Age3,RBAI,Order_Processed,Date_Collected,Stand_Age,Growth_Stage,Treatment.y,Ntrt.y,Ptrt.y,Catrt,Tree_Number,Subplot.y,Shots,Canopy_Locations,Field_Notes,Number_of_Leaves,Total_Fresh_Mass,Total_Leaf_Area,Leaf_Area_for_SLA,Oven_Dry_Mass_with_Bag,Oven_Dry_Bag_Weight,Total_Oven_Dry_Mass,Dry_Mass_Per_Leaf,Leaf_Area,SLA_cm2_g,SLA_m2kg,LDMC_g_g,LDMC,Lab_Notes,Caution,Date.Processed,d15N,d13C,N,propC,CN,Ca,Fe,K,Mg,Mn,P.214,P.178,S,Sr,Zn,Stomatal_Density,Extra_Notes,Former_TagID,Species_ID,Age2,ID,treeID,plotID.y,P178ln,Parea,Narea
205,BEF,C8,4,SM,928,NP,Late,B3,,NA,52.9,NA,52.9,52.9,52.7,54.2,NA,2197.9,2197.9,2181.3,2307.2,NA,2197.9,2197.9,2181.3,2307.2,NA,0,-0.007547143,0.057736138,NA,0,-0.001892149,0.014131647,NA,NA,,,,,,,,,Checked,,,NA,,1,1,C8_4,Late,-0.000947217,511,8/2/2022,Old,Second,NP,1,1,0,1,B3,2,2,,7,2.65,229.615,228.924,NA,NA,1.12,0.16,32.8,204.4,20.44,0.42,422.64,,,NA,-2.566154914,-29.79227977,22.30954725,0.483208254,21.65925864,5.263714219,0.050889909,7.240188518,1.049239797,1.698357839,2.17796673,2.17886948,1.217820752,0.011990784,0.019810448,367,,,ACSA3,Old,C8_4_NP_SM_7_928,C8_4_SM_928,C8_4,0.778806155,0.106598311,1.09146513
206,BEF,C8,4,SM,938,NP,Late,C2,,NA,47.1,NA,46.9,47.3,47.6,48.4,NA,1727.6,1757.2,1779.5,1839.8,NA,1727.6,1757.2,1779.5,1839.8,NA,0.017130309,0.012725217,0.033895911,NA,0.004255338,0.003166235,0.008368347,NA,NA,,,,,,,,,,,,NA,,1,1,C8_4,Late,0.003706761,512,8/2/2022,Old,Second,NP,1,1,0,2,C2,4,2,,5,4.72,233.401,233.319,NA,NA,2.37,0.47,46.68,98.45,9.84,0.5,502.12,,,NA,missing,NA,14.41119313,0.505062408,35.04653666,2.470462903,0.034333716,7.9846377,0.527073153,0.912359926,1.100527839,1.148100433,0.749701746,0.004831363,0.014703003,487,,,ACSA3,Old,C8_4_NP_SM_5_938,C8_4_SM_938,C8_4,0.138108779,0.116617616,1.463808342
207,BEF,C8,4,YB,180,NP,Late,C2,934,NA,25.5,NA,25.8,28.5,30,32.2,NA,522.8,637.9,706.9,814.3,NA,522.8,637.9,706.9,814.3,NA,0.220254191,0.108033241,0.152044444,NA,0.051023864,0.025978352,0.036018018,NA,NA,,,,,,,,Sapflow tree (Sapflow-HRM),Checked,,,NA,,1,1,C8_4,Late,0.038431373,516,8/2/2022,Old,Second,NP,1,1,0,3,C2,6,2,,9,4.55,329.456,327.096,NA,NA,1.87,0.21,36.61,174.92,17.49,0.41,410.99,,,NA,missing,-29.54802316,25.9859701,0.485301257,18.6755105,5.646933109,0.058473466,9.234083795,1.377019311,1.741282175,1.922819984,2.035708503,1.342091781,0.01148132,0.195667539,157,Partial Run,934,BEAL2,Old,C8_4_NP_YB_9_180,C8_4_YB_180,C8_4,0.710843917,0.116379402,1.485591705
208,BEF,C8,4,YB,409,NP,Late,C2,939,NA,47.4,NA,47.7,49.5,50.5,51.3,NA,1787,1924.4,2003,2066.9,NA,1787,1924.4,2003,2066.9,NA,0.076895692,0.040812162,0.031934124,NA,0.018693207,0.010050504,0.007889669,NA,NA,,,,,,,,,,,,NA,,1,1,C8_4,Late,0.014365686,514,8/2/2022,Old,Second,NP,1,1,0,1,C2,3,2,,8,3.57,188.216,187.526,NA,NA,1.6,0.2,23.53,117.2,11.72,0.45,448.18,,,NA,missing,-28.3181412,26.99313537,0.50248775,18.61539029,6.401964305,0.04981548,9.182236717,1.657987617,1.876276991,1.672329402,1.685814268,1.317276324,0.012044346,0.097049783,251,Partial Run,939,BEAL2,Old,C8_4_NP_YB_8_409,C8_4_YB_409,C8_4,0.522248692,0.143840808,2.303168547
209,BEF,C8,4,YB,562,NP,Late,C1,916,NA,29,NA,30,32.1,35,37.6,NA,706.9,809.3,962.1,1110.4,NA,706.9,809.3,962.1,1110.4,NA,0.1449,0.188847158,0.154089796,NA,0.034408043,0.044194752,0.036477551,NA,NA,,,,,,,,,Checked,,,NA,,1,1,C8_4,Late,0.039280501,515,8/2/2022,Old,Second,NP,1,1,0,2,C1,5,2,,4,3.12,187.824,185.693,NA,NA,1.46,0.37,46.96,127.19,12.72,0.47,467.95,,,NA,missing,-29.61042097,21.10623671,0.49253976,23.33621891,6.359257578,0.044109871,9.817948371,1.413722045,1.833314169,1.512583656,1.615537754,1.085562704,0.011949917,0.129033043,253,Partial Run,916,BEAL2,Old,C8_4_NP_YB_4_562,C8_4_YB_562,C8_4,0.479667876,0.127017671,1.659425797
210,BEF,C9,1,BE,67,Control,Late,B3,,29,NA,NA,29.4,30.8,31.8,33.1,NA,678.9,745.1,794.2,860.5,NA,678.9,745.1,794.2,860.5,NA,0.097505669,0.065989206,0.083432222,NA,0.023532631,0.016104095,0.020235514,NA,NA,,,,,,,,,,,,NA,,0,0,C9_1,Late,0.019801178,277,7/22/2022,Old,Second,Control,0,0,0,3,B3,3,2,,13,4.18,339.968,338.865,NA,NA,2.12,0.16,26.15,159.84,15.98,0.51,507.18,"chlorosis, brown spots; one leaf fell on floor when weighing",,7/24/2022,-0.165776149,-28.17270743,20.51992472,0.497766936,24.25773697,4.686639797,0.041621344,5.943073364,1.012247242,0.750953345,0.974329697,1.005547259,1.072969566,0.006799235,0.023729587,NA,,,FAGR,Old,C9_1_Control_BE_13_67,C9_1_BE_67,C9_1,0.00553193,0.062909613,1.283779074
211,BEF,C9,1,BE,80,Control,Late,C2,,18,NA,NA,18.8,20.2,21.3,23.2,NA,277.6,320.5,356.3,422.7,NA,277.6,320.5,356.3,422.7,NA,0.154481666,0.111876287,0.186360731,NA,0.036565524,0.02686681,0.04364835,NA,NA,,,,,,,,,,,,NA,,0,0,C9_1,Late,0.03169077,276,7/22/2022,Old,Second,Control,0,0,0,2,C2,3,2,,5,3.28,384.631,384.455,NA,NA,1.48,0.3,76.93,259.77,25.98,0.45,451.22,"big leaves, brown spots, yellow spots, some insect damage",,7/24/2022,0.212347527,-30.36657514,23.15199546,0.482414794,20.83685593,5.001762319,0.045094007,9.044818663,0.90451543,0.941545534,0.967670992,0.980944245,1.380893021,0.009487844,0.034703811,NA,,,FAGR,Old,C9_1_Control_BE_5_80,C9_1_BE_80,C9_1,-0.019239656,0.03776203,0.891249777
212,BEF,C9,1,BE,84,Control,Late,C3,,22.9,NA,NA,23.6,25.1,25.5,25.9,NA,437.4,494.8,510.7,526.9,NA,437.4,494.8,510.7,526.9,NA,0.131158431,0.032126474,0.031618608,NA,0.031290125,0.007936632,0.007812619,NA,NA,,,,,,,,,,,,NA,,0,0,C9_1,Late,0.019555531,275,7/22/2022,Old,Second,Control,0,0,0,1,C3,3,2,,11,3.51,334.338,334.005,NA,NA,1.72,0.16,30.39,194.19,19.42,0.49,490.03,"brown spots, big leaves",,7/24/2022,-0.404452159,-28.70302838,19.03200653,0.478255796,25.12902648,5.597259094,0.035402,7.013005461,1.709329078,0.659416218,1.139397699,1.142900288,1.149361816,0.013894222,0.033191253,NA,,,FAGR,Old,C9_1_Control_BE_11_84,C9_1_BE_84,C9_1,0.133569144,0.058854745,0.980071401
213,BEF,C9,1,SM,56,Control,Late,A3,,49.9,NA,NA,50.3,50.5,50.5,50.4,NA,1987.1,2003,2003,1995,NA,1987.1,2003,2003,1995,NA,0.007968096,0,-0.003956475,NA,0.001986099,0,-0.00099059,NA,NA,,,,,,,,,Checked,checked,,NA,,0,0,C9_1,Late,0.000996717,280,7/22/2022,Old,Second,Control,0,0,0,3,A3,3,2,,6,2.84,200.951,200.472,NA,NA,1.32,0.22,33.49,151.87,15.19,0.46,464.79,"brown spots, white spots, insect damage, chlorotic, curled tops",,7/24/2022,-2.958287098,-29.90158537,18.41145395,0.487074349,26.46431366,3.87562248,0.050311614,8.251885729,0.561474348,0.976851336,1.101115394,1.04760216,1.521516139,0.011414399,0.024488289,431,,,ACSA3,Old,C9_1_Control_SM_6_56,C9_1_SM_56,C9_1,0.046503896,0.068980191,1.212316715
214,BEF,C9,1,SM,66,Control,Late,B3,,32.8,NA,NA,34.8,34.8,34,34.2,NA,951.1,951.1,907.9,918.6,NA,951.1,951.1,907.9,918.6,NA,0,-0.04544854,0.011799308,NA,0,-0.011561082,0.002936864,NA,NA,,,,,,,,,Checked,,,NA,,0,0,C9_1,Late,-0.005793772,278,7/22/2022,Old,Second,Control,0,0,0,1,B3,3,2,,7,3.63,209.147,208.906,NA,NA,1.62,0.23,29.88,128.95,12.9,0.45,446.28,"curled tops, brown spots, chlorotic, lots of shotgun holes; one leaf fell on counter when weighing",,7/24/2022,-2.967652272,-29.24655633,17.15170591,0.484641501,28.25616903,4.013327616,0.041090232,7.286418256,0.461553365,1.639778729,1.074039437,1.0023861,1.142838332,0.009419487,0.028888087,577,,,ACSA3,Old,C9_1_Control_SM_7_66,C9_1_SM_66,C9_1,0.002383258,0.077734478,1.33010515
215,BEF,C9,1,SM,79,Control,Late,C1,,54,NA,NA,55,55.7,56.4,57.1,NA,2375.8,2436.7,2498.3,2560.7,NA,2375.8,2436.7,2498.3,2560.7,NA,0.025616529,0.025292588,0.024976737,NA,0.006343516,0.006264043,0.006186537,NA,NA,,,,,,,,,,,,NA,,0,0,C9_1,Late,0.006304324,279,7/22/2022,Old,Second,Control,0,0,0,2,C1,2,2,,11,3.94,240.261,239.966,NA,NA,1.99,0.18,21.84,120.59,12.06,0.51,505.08,"brown spots, chlorotic",,7/24/2022,-2.064802755,-28.79314991,14.93587847,0.490949543,32.87048323,3.004559886,0.036657719,6.64855853,0.572659815,0.592488359,0.809882287,0.801036042,1.022693469,0.008869616,0.016329573,534,,,ACSA3,Old,C9_1_Control_SM_11_79,C9_1_SM_79,C9_1,-0.221849337,0.066426407,1.238566918
216,BEF,C9,1,YB,50,Control,Late,A1,,48,NA,NA,48.6,49.1,49.9,50.2,NA,1855.1,1893.4,1955.6,1979.2,NA,1855.1,1893.4,1955.6,1979.2,NA,0.020681976,0.032852029,0.012060193,NA,0.00513087,0.008113723,0.003001508,NA,NA,,,,,,,,,,,,NA,,0,0,C9_1,Late,0.0066166,283,7/22/2022,Old,Second,Control,0,0,0,3,A1,5,2,,6,4.25,273.175,272.278,NA,NA,1.81,0.3,45.53,150.43,15.04,0.43,425.88,lots of brown spots,,7/24/2022,0.151906082,-29.90651803,24.34413224,0.488086753,20.04946195,5.821476222,0.049518534,7.183909694,1.265441506,1.249859179,1.194014714,1.172471993,1.182089297,0.016109109,0.31382421,232,,,BEAL2,Old,C9_1_Control_YB_6_50,C9_1_YB_50,C9_1,0.159114334,0.077941368,1.618303014
217,BEF,C9,1,YB,53,Control,Late,A2,,60.6,NA,NA,61.5,64,65.6,65,NA,2970.6,3217,3379.9,3318.3,NA,2970.6,3217,3379.9,3318.3,NA,0.082953269,0.050625,-0.018209027,NA,0.020122741,0.012422837,-0.004583676,NA,NA,,,,,,,,,,checked,,NA,,0,0,C9_1,Late,0.016266148,282,7/22/2022,Old,Second,Control,0,0,0,2,A2,3,2,,7,4.54,277.197,276.054,NA,NA,1.89,0.27,39.6,146.06,14.61,0.42,416.3,"insect damage, brown spots",,7/24/2022,-0.793428862,-29.23809676,22.20804008,0.48998726,22.06350758,6.871207437,0.052510238,8.490788485,1.332055383,1.47489005,1.055247387,1.073155014,1.102888104,0.018535139,0.244340397,226,,,BEAL2,Old,C9_1_Control_YB_7_53,C9_1_YB_53,C9_1,0.070602921,0.073473573,1.520473783
218,BEF,C9,1,YB,72,Control,Late,B1,,41.6,NA,NA,41.6,42,43,43,NA,1359.2,1385.4,1452.2,1452.2,NA,1359.2,1385.4,1452.2,1452.2,NA,0.019323225,0.048185941,0,NA,0.004796191,0.011834731,0,NA,NA,,,,,,,,,,on bark flange; 42.5 off,,NA,,0,0,C9_1,Late,0.008307235,281,7/22/2022,Old,Second,Control,0,0,0,1,B1,5,2,,7,3.8,255.872,254.983,NA,NA,1.92,0.27,36.55,132.8,13.28,0.51,505.26,"brown spots, chlorotic",,7/24/2022,-0.149591941,-29.34641493,19.62827987,0.489876786,24.95770332,6.520056088,0.039294464,5.707334791,1.240417057,1.179922069,0.963258058,0.990873741,1.000397593,0.019010579,0.254091355,197,,,BEAL2,Old,C9_1_Control_YB_7_72,C9_1_YB_72,C9_1,-0.009168158,0.074613987,1.478033123
219,BEF,C9,2,BE,109,P,Late,B2,,22.8,NA,NA,22.5,22.7,23,23.9,NA,397.6,404.7,415.5,448.6,NA,397.6,404.7,415.5,448.6,NA,0.01785679,0.026606377,0.07979206,NA,0.004434612,0.00658624,0.019377474,NA,NA,,,,,,,,,,,,NA,,0,1,C9_2,Late,0.005519695,284,7/22/2022,Old,Second,P,0,1,0,1,B2,3,2,,6,1.23,145.027,144.723,NA,NA,0.6,0.1,24.17,241.21,24.12,0.49,487.8,skeletonizer damage and brown spots,,7/25/2022,-0.051555714,-28.65031589,23.69392806,0.486259613,20.52254112,9.160335344,0.069321045,4.487175783,1.370635441,1.847938897,1.525075557,1.576950541,1.374045547,0.018436023,0.051918092,NA,,,FAGR,Old,C9_2_P_BE_6_109,C9_2_BE_109,C9_2,0.455492945,0.065376665,0.982294601
220,BEF,C9,2,BE,111,P,Late,B2,,39.5,NA,NA,39.9,40.2,40.4,40.9,NA,1250.4,1269.2,1281.9,1313.8,NA,1250.4,1269.2,1281.9,1313.8,NA,0.015094126,0.009975001,0.024905647,NA,0.003752358,0.002484476,0.00616909,NA,NA,,,,,,,,,,,,NA,,0,1,C9_2,Late,0.003114823,285,7/22/2022,Old,Second,P,0,1,0,2,B2,3,2,,17,4.48,462.059,461.796,NA,NA,2.1,0.12,27.18,219.9,21.99,0.47,468.75,"little white and brown spots, minor insect damage",,7/25/2022,missing,NA,21.37139648,0.476956749,22.31752846,6.9775053,0.054490405,9.465756522,0.543434417,1.655504612,2.138594376,2.134340248,1.466140588,0.01007831,0.032998266,NA,,,FAGR,Old,C9_2_P_BE_17_111,C9_2_BE_111,C9_2,0.758157582,0.097059584,0.971868871
221,BEF,C9,2,BE,86,P,Late,A1,,25.9,NA,NA,27,28.5,30,31.6,NA,572.6,637.9,706.9,784.3,NA,572.6,637.9,706.9,784.3,NA,0.114197531,0.108033241,0.109511111,NA,0.027402334,0.025978352,0.026320288,NA,NA,,,,,,,,,,,,NA,,0,1,C9_2,Late,0.026687631,286,7/22/2022,Old,Second,P,0,1,0,3,A1,3,2,,6,3.34,330.588,330.588,NA,NA,1.5,0.25,55.1,220.39,22.04,0.45,449.1,white and brown spots,,7/25/2022,-1.594913648,-30.30409688,21.24018121,0.475293931,22.37711282,5.44809063,0.036709859,11.28637369,1.129426975,1.177997834,1.286126538,1.289245815,1.081798349,0.009556496,0.031701808,NA,N sample is different from d13C sample,,FAGR,Old,C9_2_P_BE_6_86,C9_2_BE_86,C9_2,0.254057408,0.058498381,0.963754309
222,BEF,C9,2,SM,110,P,Late,B2,,36.3,NA,NA,36.8,36.9,37,37.1,NA,1063.6,1069.4,1075.2,1081,NA,1063.6,1069.4,1075.2,1081,NA,0.005442167,0.005427398,0.00541271,NA,0.001357774,0.001354097,0.00135044,NA,NA,,,,,,,,,,,,NA,,0,1,C9_2,Late,0.001356833,287,7/22/2022,Old,Second,P,0,1,0,1,B2,0,3,,7,2.16,165.765,165.237,NA,NA,1,0.14,23.68,165.24,16.52,0.46,462.96,"really damaged (the worst sample! said Jenna), curled, chlorotic, insect damage, area might be not reliable",Y,7/25/2022,missing,NA,24.06299102,0.489028973,20.3228673,4.724510917,0.046634995,8.287704887,0.683732768,1.705747167,1.857586564,1.834508069,1.147706732,0.012202514,0.029655705,411,,,ACSA3,Old,C9_2_P_SM_7_110,C9_2_SM_110,C9_2,0.606776363,0.111020822,1.456244918
223,BEF,C9,2,SM,113,P,Late,B2,,36,NA,NA,37.2,38.1,39.1,40,NA,1086.9,1140.1,1200.7,1256.6,NA,1086.9,1140.1,1200.7,1256.6,NA,0.048972425,0.053182329,0.046565629,NA,0.01202448,0.01303836,0.011443475,NA,NA,,,,,,,,,,,,NA,,0,1,C9_2,Late,0.012524674,289,7/22/2022,Old,Second,P,0,1,0,3,B2,3,2,,8,2.86,206.528,206.389,NA,NA,1.33,0.17,25.82,155.18,15.52,0.47,465.03,"insect damage, curled, chlorotic, area might not be accurate",,7/25/2022,-2.877794465,-28.99155495,18.8584644,0.480691963,25.48945413,6.585753131,0.040214949,8.058703137,0.857972811,1.584700514,2.089897204,2.067126422,1.340233755,0.01903458,0.032403735,463,N sample is different from d13C sample,,ACSA3,Old,C9_2_P_SM_8_113,C9_2_SM_113,C9_2,0.726159441,0.133208301,1.215263848
224,BEF,C9,2,SM,117,P,Late,B1,,47.6,NA,NA,48.9,49.2,50.7,51.3,NA,1878.1,1901.2,2018.9,2066.9,NA,1878.1,1901.2,2018.9,2066.9,NA,0.012307576,0.061905116,0.02380869,NA,0.003062794,0.015129452,0.005899756,NA,NA,,,,,,,,,,,,NA,,0,1,C9_2,Late,0.009077475,288,7/22/2022,Old,Second,P,0,1,0,2,B1,3,2,,9,3.26,246.689,245.944,NA,NA,1.39,0.15,27.41,176.94,17.69,0.43,426.38,"curled, insect damage, chlorotic, not trusting the area",,7/25/2022,-3.062023016,-29.36516662,18.37632015,0.485301411,26.40906376,5.791093342,0.030445838,9.683926266,0.863071537,1.608313128,2.448905161,2.360675721,1.157755829,0.0156086,0.031923885,466,,,ACSA3,Old,C9_2_P_SM_9_117,C9_2_SM_117,C9_2,0.858947901,0.133416736,1.038562233
225,BEF,C9,2,YB,89,P,Late,A1,,51.7,NA,NA,52.5,54.2,55.5,56.1,NA,2164.8,2307.2,2419.2,2471.8,NA,2164.8,2307.2,2419.2,2471.8,NA,0.065810431,0.048545771,0.021738495,NA,0.01606149,0.011921558,0.005390875,NA,NA,,,,,,,,,,,,NA,,0,1,C9_2,Late,0.013985511,290,7/22/2022,Old,Second,P,0,1,0,1,A1,3,2,,7,2.87,204.161,203.874,NA,NA,1.18,0.17,29.17,172.77,17.28,0.41,411.15,"damaged, tiny brown holes",,7/25/2022,-1.880345942,-28.95499782,22.8819628,0.481099254,21.02526163,11.12409455,0.051284346,10.76298122,2.380871881,2.406672334,2.236085344,2.16708401,1.322281428,0.024604061,0.360171063,153,,,BEAL2,Old,C9_2_P_YB_7_89,C9_2_YB_89,C9_2,0.77338249,0.125431731,1.324417596
226,BEF,C9,2,YB,90,P,Late,A1,,35.7,NA,NA,36.2,37.7,37.8,37.9,NA,1029.2,1116.3,1122.2,1128.2,NA,1029.2,1116.3,1122.2,1128.2,NA,0.084589909,0.005312076,0.005298004,NA,0.020507944,0.001325382,0.001321878,NA,NA,,,,,,,,,,,,NA,,0,1,C9_2,Late,0.010872334,291,7/22/2022,Old,Second,P,0,1,0,2,A1,3,2,,7,3.44,209.137,208.493,NA,NA,1.43,0.2,29.88,145.8,14.58,0.42,415.7,"insect damage, white spots,",,7/25/2022,-1.335850419,-29.46332999,21.65030219,0.484920549,22.39786517,7.467197117,0.041158618,10.22861567,1.215046944,1.698396972,1.720771549,1.655560801,1.082919171,0.019286081,0.263217113,205,,,BEAL2,Old,C9_2_P_YB_7_90,C9_2_YB_90,C9_2,0.504139804,0.113550124,1.484931563
227,BEF,C9,3,BE,161,NP,Late,B1,,39.4,NA,NA,39.6,41,41.3,42.1,NA,1231.6,1320.3,1339.6,1392,NA,1231.6,1320.3,1339.6,1392,NA,0.071956943,0.014687686,0.039116135,NA,0.017523236,0.003651869,0.009638777,NA,NA,,,,,,,,,,,,NA,,1,1,C9_3,Late,0.010562509,294,7/22/2022,Old,Second,NP,1,1,0,2,B1,2,2,,23,5.99,347.211,347.096,NA,NA,3,0.13,15.1,115.7,11.57,0.5,500.83,"leaves in good shape, some little white spots, areas might not be accurate due to the curls",,7/25/2022,0.644862558,-28.06165348,23.71356441,0.493934117,20.82918066,5.501225845,0.050674033,3.83117779,0.609316019,1.264590586,1.474072964,1.435646016,1.557808386,0.009966613,0.028255953,NA,,,FAGR,Old,C9_3_NP_BE_23_161,C9_3_BE_161,C9_3,0.361614933,0.124083493,2.049573415
228,BEF,C9,3,BE,190,NP,Late,A2,,25.3,NA,NA,27.1,29.4,30.9,32.1,NA,576.8,678.9,749.9,809.3,NA,576.8,678.9,749.9,809.3,NA,0.176944758,0.104643898,0.079178056,NA,0.041571336,0.025192864,0.019232531,NA,NA,,,,,,,,,,,,NA,,1,1,C9_3,Late,0.033349569,293,7/22/2022,Old,Second,NP,1,1,0,1,A2,4,2,,8,3.94,285.12,284.807,NA,NA,1.89,0.24,35.64,150.69,15.07,0.48,479.7,"skeletonizer damage, chlorosis, brown spots",,7/25/2022,0.167317457,-28.53164758,21.73507915,0.482173361,22.18410884,5.660151574,0.044173339,6.134823157,0.618348379,1.118640979,1.435988788,1.409368655,1.281569156,0.012040142,0.02804896,NA,N sample is different from d13C sample,,FAGR,Old,C9_3_NP_BE_8_190,C9_3_BE_190,C9_3,0.343141842,0.093527683,1.442370373
229,BEF,C9,3,BE,197,NP,Late,A3,,23.4,NA,NA,24.7,26,26.55,27.7,NA,479.2,530.9,553.6,602.6,NA,479.2,530.9,553.6,602.6,NA,0.108033241,0.042755178,0.088505148,NA,0.025978352,0.010521571,0.021427678,NA,NA,,,,,,,,,,,,NA,,1,1,C9_3,Late,0.018204258,295,7/22/2022,Old,Second,NP,1,1,0,3,A3,2,2,,11,4.45,346.482,346.196,NA,NA,2.27,0.21,31.5,152.51,15.25,0.51,510.11,"little brown spots, hairs on leaves",,7/25/2022,-0.008741889,-28.97697247,20.24629311,0.497309516,24.56299104,6.023693898,0.038339565,7.438177187,0.410011228,0.943077763,1.08016609,1.059716883,1.155121189,0.012579972,0.033242152,NA,,,FAGR,Old,C9_3_NP_BE_11_197,C9_3_BE_197,C9_3,0.058001781,0.069485075,1.327538726
230,BEF,C9,3,SM,168,NP,Late,C1,,52.6,NA,NA,53.2,53.8,54.6,55.1,NA,2222.9,2273.3,2341.4,2384.5,NA,2222.9,2273.3,2341.4,2384.5,NA,0.022683589,0.029960891,0.018398878,NA,0.005623287,0.007407509,0.00456832,NA,NA,,,,,,,,,,,,NA,,1,1,C9_3,Late,0.006513168,297,7/22/2022,Old,Second,NP,1,1,0,2,C1,2,2,,7,4.58,240.636,239.902,NA,NA,2.37,0.34,34.38,101.22,10.12,0.52,517.47,"skeletonizer damage, chlorosis, brown spots, one of them have half of petiole, caterpillar on petiole",,7/25/2022,-1.147198215,-28.06301602,17.16828675,0.491990263,28.65692252,2.505830543,0.036691118,6.637450237,0.476258837,0.841210881,1.064819935,1.045410804,0.981562838,0.005926833,0.01975033,456,,,ACSA3,Old,C9_3_NP_SM_7_168,C9_3_SM_168,C9_3,0.044409922,0.103281052,1.696135818
231,BEF,C9,3,SM,180,NP,Late,B2,,27.5,NA,NA,28.7,29.6,30.9,32.2,NA,646.9,688.1,749.9,814.3,NA,646.9,688.1,749.9,814.3,NA,0.06370115,0.089766709,0.08591238,NA,0.01555841,0.021723504,0.020818886,NA,NA,,,,,,,,,,,,NA,,1,1,C9_3,Late,0.018640115,296,7/22/2022,Old,Second,NP,1,1,0,1,B2,3,2,,4,2.79,175.677,175.284,NA,NA,1.37,0.34,43.92,127.94,12.79,0.49,491.04,"caterpillar on leaf, insect damage, chlorosis",,7/25/2022,missing,NA,16.56601191,0.491819344,29.68845769,3.517562342,0.040309972,6.60675679,0.438285506,1.021731705,1.202893638,1.194147195,1.125143793,0.009605541,0.02546247,449,,,ACSA3,Old,C9_3_NP_SM_4_180,C9_3_SM_180,C9_3,0.177432286,0.093336501,1.29482663
232,BEF,C9,3,SM,184,NP,Late,A2,,82,NA,NA,82.3,82.8,83,83,NA,5319.7,5384.6,5410.6,5410.6,NA,5319.7,5384.6,5410.6,5410.6,NA,0.012187578,0.004836752,0,NA,0.003033067,0.001207001,0,NA,NA,,,,,,"""Checked DBH""",,,,,,NA,,1,1,C9_3,Late,0.00212013,298,7/22/2022,Old,Second,NP,1,1,0,3,A2,2,2,"new, large!",8,4.05,221.725,221.245,NA,NA,1.79,0.22,27.72,123.6,12.36,0.44,441.98,"caterpillar on leaf, lot of insect damage, chlorosis, brown spots",,7/25/2022,-1.519725721,-28.07951175,20.29555604,0.48798841,24.04410154,3.828849981,0.040740331,7.762339731,0.733588687,0.886174788,1.4004434,1.363032094,1.204060525,0.009898266,0.019475252,426,,,ACSA3,Old,C9_3_NP_SM_8_184,C9_3_SM_184,C9_3,0.309711699,0.110277678,1.642035278
233,BEF,C9,3,YB,177,NP,Late,B2,,16.1,NA,NA,16.7,17.8,18.7,20.1,NA,219,248.8,274.6,317.3,NA,219,248.8,274.6,317.3,NA,0.136075155,0.103680091,0.155337585,NA,0.032408961,0.024969169,0.036757595,NA,NA,,,,,,,,,,,,NA,,1,1,C9_3,Late,0.028684159,299,7/22/2022,Old,Second,NP,1,1,0,1,B2,3,2,,9,3.22,226.353,225.37,NA,NA,1.22,0.14,25.15,184.73,18.47,0.38,378.88,"insect damage, brown spots, fuzzy (young)",,7/25/2022,-0.199228569,-30.61347982,26.65974069,0.472616611,17.72772725,6.880751643,0.062747819,9.465007378,1.417180054,2.098086903,2.293261974,2.228761512,1.310221308,0.012179427,0.102858981,215,,,BEAL2,Old,C9_3_NP_YB_9_177,C9_3_YB_177,C9_3,0.801446055,0.120649679,1.443173317
234,BEF,C9,3,YB,199,NP,Late,B3,,18.2,NA,NA,18.8,20.9,23.4,26.3,NA,277.6,343.1,430.1,543.3,NA,277.6,343.1,430.1,543.3,NA,0.235881621,0.25354273,0.263222295,NA,0.05437286,0.058119665,0.060156415,NA,NA,,,,,,,,,,,,NA,,1,1,C9_3,Late,0.056254927,301,7/22/2022,Old,Second,NP,1,1,0,3,B3,2,2,,10,4.14,258.223,257.29,NA,NA,1.69,0.17,25.82,152.24,15.22,0.41,408.21,"few fuzzy leaves, lots of brown spots",,7/25/2022,0.456929494,-29.40661415,26.78371268,0.483936911,18.0683282,6.403024557,0.057827971,9.870622527,1.211556932,2.003355191,1.733886316,1.678439423,1.366302616,0.012734225,0.099822642,274,,,BEAL2,Old,C9_3_NP_YB_10_199,C9_3_YB_199,C9_3,0.517864447,0.110249568,1.759308505
